,User ID,User's Cover Picture,User's Name,User's Handle,Description,Followers,Verified,Likes
13,6718992235998741510,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9f690bf4667da280a63887c172fe4cf2~c5_100x100.jpeg?x-expires=1622862000&x-signature=gpwptIA8UG0v2rObCBUcsKJZoy8%3D,Scott 🔥,@scottsreality,"Donating to new IG followers!💰 
📧 Scott@grail-talent.com",24200000.0,True,443100000
14,6813630187164533765,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/70fa2312fcd2c8b0026a08720321059b~c5_100x100.jpeg?x-expires=1622862000&x-signature=LcJsCNMhBDrdtdbj%2FOxoGbXhd2k%3D,siennamae,@siennamae,"I’ll be famous one day
ceo of 🐿💨",14600000.0,True,892500000
15,6625714545389142022,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5f67f75eb7315f5fc8096a8702cd21de~c5_100x100.jpeg?x-expires=1622862000&x-signature=j7IqfD1KxRNLguxtAgEk1%2B1ymUA%3D,Overtime,@overtime,"Best page in the galaxy 💫
Thanks for being my friends 🤞
New ep with IGNITE ⬇️",16800000.0,True,1200000000
16,6544081646253342726,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d24dd4b549b196d8f12a1c1c719b61dd.jpeg?x-expires=1622862000&x-signature=RuwyI6WZ%2F1Oy8WBF%2BvYuSWjaxCA%3D,Ri,@riwww,"I’m Renata. 18
thx 6m 
insta: @ri.www
Ri.collab@inbox.ru",6900000.0,False,182800000
17,6757817457937499141,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/ac22fcdc4466dd6e68d1e915274feb49~c5_100x100.jpeg?x-expires=1622862000&x-signature=8I%2BAsF4FwTYKK7aT6HlUCyve66Y%3D,Tooturnttony,@tooturnttony,"DM me on Connected2me! 
Download here 👇",8700000.0,True,329600000
18,6732675975610074118,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/81dd03ab48e571529193c93e79d59201~c5_100x100.jpeg?x-expires=1622862000&x-signature=aR8n1zA4D2VkPgBaGH9UsO%2FtkFE%3D,Brooke Monk,@brookemonk_,"❤️Jesus forever❤️
 18
I’m not funny 
New YouTube Video!
MERCH",15400000.0,True,1100000000
19,6767527973299536901,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b95495d7b27617c84bb2b8d0e1fce06a~c5_100x100.jpeg?x-expires=1622862000&x-signature=LYH5PJtNPrkCdFjkG%2Bv%2B8UU3ZB8%3D,AbbieHerbert,@abbieherbert_,"Mom, Wife, & Model
The Herbert’s YouTube ⬇️
Abbie@talentxent.com",8700000.0,True,641200000
20,6781939622308037638,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656050533388294~c5_100x100.jpeg?x-expires=1622862000&x-signature=Uv7WjHr8vel167k6Y6w0htv%2BP%2FY%3D,Jack Black,@jackblack,,10200000.0,True,62300000
21,1180651,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cd7692055928d6532aa87dd28d26d401~c5_100x100.jpeg?x-expires=1622862000&x-signature=ByjrKDVhM1Ns9wtCfg6D5hAlaao%3D,bretmanrock,@bretmanrock,legend,11400000.0,True,216300000
22,6763517179218330630,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/255ba841bacb92052229fc3aeafde015~c5_100x100.jpeg?x-expires=1622862000&x-signature=DYMmDzMZCaatIOiK7Ab%2FcHjskU4%3D,otakoyakisoba,@otakoyakisoba,"Olly & Mama LuLu
Your favorite Mother & Son duo.
⬇️SOCIAL AND MERCH LINKS",9200000.0,True,392800000
23,6695492574909613061,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/47a374dc79717cc3f01a46f177597a27~c5_100x100.jpeg?x-expires=1622862000&x-signature=VdReT0r2vPfOl3XedADwHiqHf88%3D,choctiv,@choctiv,"INSTA: @choctiv 😈
LIL EINSTEIN OUT NOW ! 🚀💫
LINK TO SONG ⬇️",4500000.0,True,80400000
24,6780564068844880902,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/626784dddbff91e8db9e179949622a53~c5_100x100.jpeg?x-expires=1622862000&x-signature=t5QLJ5GJvUkkXLGibKyl%2F%2BiHRlg%3D,Mia Khalifa,@miakhalifa,Immigrant 🇱🇧 Not Malala. Inquiries@Myotis.co,23100000.0,True,288400000
25,6658722935124328453,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5932123c1d913207622a9cd9bf89bacb~c5_100x100.jpeg?x-expires=1622862000&x-signature=n8kO%2FWoydqNcu1Pzep4kyfQAKHg%3D,lil nas x,@lilnasx,“MONTERO (CALL ME BY YOUR NAME)” & “SUN GOES DOWN” OUT NOW! 🤍,16600000.0,True,543900000
26,6746417382892176389,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/681c4a1d1742a6700d88f0ca5123955e~c5_100x100.jpeg?x-expires=1622862000&x-signature=HxBbtlCzYO0ztpW8KIC%2FIY%2Bqg7s%3D,KEEMOKAZI,@keemokazi,"Following back on IG for the next 24 hours ↖️🔥
“WAKE EM UP” OUT NOW ⬇️⏰",18300000.0,True,753800000
27,6646764999833403398,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1622757102140422~c5_100x100.jpeg?x-expires=1622862000&x-signature=OeG9Xj5b%2BhizbNRTGTcxuyd1t%2Fg%3D,Barstool Sports,@barstoolsports,"🗣 Viva La Stool

Going viral is a sport",13600000.0,True,847000000
28,6957597538883142661,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/150631fa8a769746d8fdeb8494ccf786~c5_100x100.jpeg?x-expires=1622862000&x-signature=lC%2BfuTpAfeWzF7jd8SJj17%2BZEs8%3D,LIGHTS ARE OFF,@lights.are.off,"LIGHTS ARE OFF
I bring nightmares to life everynight 💀
3D Animator",4900000.0,False,50400000
